target,year,coverage_value,coverage_type,coverage_area
Low-income,2016,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Lower-middle-income,2016,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Upper-middle-income,2016,,"Percentage of individuals using the Internet, by urban/rural area",Rural
High-income,2016,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Least Developed Countries (LDCs),2016,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Land Locked Developing Countries (LLDCs),2016,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Small Island Developing States (SIDS),2016,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Africa,2016,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Americas,2016,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Arab States,2016,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Asia-Pacific,2016,,"Percentage of individuals using the Internet, by urban/rural area",Rural
CIS,2016,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Europe,2016,,"Percentage of individuals using the Internet, by urban/rural area",Rural
World,2017,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Low-income,2017,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Lower-middle-income,2017,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Upper-middle-income,2017,,"Percentage of individuals using the Internet, by urban/rural area",Rural
High-income,2017,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Least Developed Countries (LDCs),2017,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Land Locked Developing Countries (LLDCs),2017,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Small Island Developing States (SIDS),2017,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Africa,2017,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Americas,2017,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Arab States,2017,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Asia-Pacific,2017,,"Percentage of individuals using the Internet, by urban/rural area",Rural
CIS,2017,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Europe,2017,,"Percentage of individuals using the Internet, by urban/rural area",Rural
World,2018,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Low-income,2018,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Lower-middle-income,2018,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Upper-middle-income,2018,,"Percentage of individuals using the Internet, by urban/rural area",Rural
High-income,2018,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Least Developed Countries (LDCs),2018,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Land Locked Developing Countries (LLDCs),2018,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Small Island Developing States (SIDS),2018,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Africa,2018,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Americas,2018,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Arab States,2018,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Asia-Pacific,2018,,"Percentage of individuals using the Internet, by urban/rural area",Rural
CIS,2018,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Europe,2018,,"Percentage of individuals using the Internet, by urban/rural area",Rural
World,2019,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Low-income,2019,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Lower-middle-income,2019,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Upper-middle-income,2019,,"Percentage of individuals using the Internet, by urban/rural area",Rural
High-income,2019,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Least Developed Countries (LDCs),2019,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Land Locked Developing Countries (LLDCs),2019,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Small Island Developing States (SIDS),2019,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Africa,2019,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Americas,2019,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Arab States,2019,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Asia-Pacific,2019,,"Percentage of individuals using the Internet, by urban/rural area",Rural
CIS,2019,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Europe,2019,,"Percentage of individuals using the Internet, by urban/rural area",Rural
World,2020,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Low-income,2020,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Lower-middle-income,2020,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Upper-middle-income,2020,,"Percentage of individuals using the Internet, by urban/rural area",Rural
High-income,2020,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Least Developed Countries (LDCs),2020,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Land Locked Developing Countries (LLDCs),2020,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Small Island Developing States (SIDS),2020,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Africa,2020,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Americas,2020,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Arab States,2020,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Asia-Pacific,2020,,"Percentage of individuals using the Internet, by urban/rural area",Rural
CIS,2020,,"Percentage of individuals using the Internet, by urban/rural area",Rural
Europe,2020,,"Percentage of individuals using the Internet, by urban/rural area",Rural
World,2021,44.4,"Percentage of individuals using the Internet, by urban/rural area",Rural
Low-income,2021,12.5,"Percentage of individuals using the Internet, by urban/rural area",Rural
Lower-middle-income,2021,38.3,"Percentage of individuals using the Internet, by urban/rural area",Rural
Upper-middle-income,2021,66.1,"Percentage of individuals using the Internet, by urban/rural area",Rural
High-income,2021,86.5,"Percentage of individuals using the Internet, by urban/rural area",Rural
Least Developed Countries (LDCs),2021,20.2,"Percentage of individuals using the Internet, by urban/rural area",Rural
Land Locked Developing Countries (LLDCs),2021,23.5,"Percentage of individuals using the Internet, by urban/rural area",Rural
Small Island Developing States (SIDS),2021,38.4,"Percentage of individuals using the Internet, by urban/rural area",Rural
Africa,2021,17.9,"Percentage of individuals using the Internet, by urban/rural area",Rural
Americas,2021,69.5,"Percentage of individuals using the Internet, by urban/rural area",Rural
Arab States,2021,46.4,"Percentage of individuals using the Internet, by urban/rural area",Rural
Asia-Pacific,2021,45.8,"Percentage of individuals using the Internet, by urban/rural area",Rural
CIS,2021,77.6,"Percentage of individuals using the Internet, by urban/rural area",Rural
Europe,2021,81.8,"Percentage of individuals using the Internet, by urban/rural area",Rural
World,2022,45.4,"Percentage of individuals using the Internet, by urban/rural area",Rural
Low-income,2022,13.4,"Percentage of individuals using the Internet, by urban/rural area",Rural
Lower-middle-income,2022,40.3,"Percentage of individuals using the Internet, by urban/rural area",Rural
Upper-middle-income,2022,65.8,"Percentage of individuals using the Internet, by urban/rural area",Rural
High-income,2022,87.9,"Percentage of individuals using the Internet, by urban/rural area",Rural
Least Developed Countries (LDCs),2022,21.5,"Percentage of individuals using the Internet, by urban/rural area",Rural
Land Locked Developing Countries (LLDCs),2022,24.8,"Percentage of individuals using the Internet, by urban/rural area",Rural
Small Island Developing States (SIDS),2022,38.8,"Percentage of individuals using the Internet, by urban/rural area",Rural
Africa,2022,19.0,"Percentage of individuals using the Internet, by urban/rural area",Rural
Americas,2022,71.3,"Percentage of individuals using the Internet, by urban/rural area",Rural
Arab States,2022,49.3,"Percentage of individuals using the Internet, by urban/rural area",Rural
Asia-Pacific,2022,46.7,"Percentage of individuals using the Internet, by urban/rural area",Rural
CIS,2022,81.0,"Percentage of individuals using the Internet, by urban/rural area",Rural
Europe,2022,83.3,"Percentage of individuals using the Internet, by urban/rural area",Rural
World,2023,46.2,"Percentage of individuals using the Internet, by urban/rural area",Rural
Low-income,2023,14.5,"Percentage of individuals using the Internet, by urban/rural area",Rural
Lower-middle-income,2023,41.1,"Percentage of individuals using the Internet, by urban/rural area",Rural
Upper-middle-income,2023,67.5,"Percentage of individuals using the Internet, by urban/rural area",Rural
High-income,2023,86.9,"Percentage of individuals using the Internet, by urban/rural area",Rural
Least Developed Countries (LDCs),2023,23.0,"Percentage of individuals using the Internet, by urban/rural area",Rural
Land Locked Developing Countries (LLDCs),2023,26.2,"Percentage of individuals using the Internet, by urban/rural area",Rural
Small Island Developing States (SIDS),2023,39.7,"Percentage of individuals using the Internet, by urban/rural area",Rural
